
--- Page 1 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: A                              | x: N/A | y: 314.552
Text: (In                            | x: N/A | y: 324.052
Text: Person                         | x: N/A | y: 324.052
Text: On                             | x: N/A | y: 324.052
Text: Campus                         | x: N/A | y: 324.052
Text: Learners)                      | x: N/A | y: 324.052
Text: Bldg:                          | x: N/A | y: 333.552
Text: McGavran-Greenberg             | x: N/A | y: 333.552
Text: R(oom:                         | x: N/A | y: 333.552
Text: 1301                           | x: N/A | y: 333.552
Text: Days:                          | x: N/A | y: 333.552
Text: TuTh                           | x: N/A | y: 333.552
Text: Time:                          | x: N/A | y: 333.552
Text: 09:30                          | x: N/A | y: 333.552
Text: -                              | x: N/A | y: 333.552
Text: 10:45                          | x: N/A | y: 333.552
Text: INST                           | x: N/A | y: 343.052
Text: 100                            | x: N/A | y: 343.052
Text: Instructor:                    | x: N/A | y: 343.052
Text: Li,Didong                      | x: N/A | y: 343.052
Text: Class                          | x: N/A | y: 362.052
Text: Enrl                           | x: N/A | y: 362.052
Text: Cap:30                         | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Enrl                           | x: N/A | y: 362.052
Text: Tot:19                         | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Wait                           | x: N/A | y: 362.052
Text: Cap:999                        | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Wait                           | x: N/A | y: 362.052
Text: Tot:5                          | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Min                            | x: N/A | y: 362.052
Text: Enrl:0                         | x: N/A | y: 362.052
Text: GR1                            | x: N/A | y: 381.052
Text: Reserve                        | x: N/A | y: 390.552
Text: Capacity:                      | x: N/A | y: 390.552
Text: 30-NOV-2022                    | x: N/A | y: 390.552
Text: Graduate                       | x: N/A | y: 390.552
Text: PHMPH                          | x: N/A | y: 390.552
Text: Program                        | x: N/A | y: 390.552
Text: Reserve                        | x: N/A | y: 390.552
Text: Enrl                           | x: N/A | y: 390.552
Text: Cap:                           | x: N/A | y: 390.552
Text: 15                             | x: N/A | y: 390.552
Text: Reserve                        | x: N/A | y: 390.552
Text: Enrl                           | x: N/A | y: 390.552
Text: Tot:                           | x: N/A | y: 390.552
Text: 8                              | x: N/A | y: 390.552
Text: 30-NOV-2022                    | x: N/A | y: 400.052
Text: UG/GRAD                        | x: N/A | y: 400.052
Text: BIOS                           | x: N/A | y: 400.052
Text: JR                             | x: N/A | y: 400.052
Text: SR                             | x: N/A | y: 400.052
Text: MS                             | x: N/A | y: 400.052
Text: MPH                            | x: N/A | y: 400.052
Text: 15                             | x: N/A | y: 400.052
Text: 11                             | x: N/A | y: 400.052
Text: _______________________________________________________________________________________________________________________________ | x: N/A | y: 409.552
Text: _____________________________  | x: N/A | y: 409.552
Text: BIOS                           | x: N/A | y: 419.052
Text: 642                            | x: N/A | y: 419.052
Text: 001                            | x: N/A | y: 419.052
Text: 11744                          | x: N/A | y: 419.052
Text: QUANT                          | x: N/A | y: 419.052
Text: MTHDS                          | x: N/A | y: 419.052
Text: HLTH                           | x: N/A | y: 419.052
Text: CARE                           | x: N/A | y: 419.052
Text: PROF                           | x: N/A | y: 419.052
Text: II                             | x: N/A | y: 419.052
Text: Lecture                        | x: N/A | y: 419.052
Text: 4                              | x: N/A | y: 419.052
Text: A                              | x: N/A | y: 419.052
Text: (In                            | x: N/A | y: 428.552
Text: Person                         | x: N/A | y: 428.552
Text: On                             | x: N/A | y: 428.552
Text: Campus                         | x: N/A | y: 428.552
Text: Learners)                      | x: N/A | y: 428.552
Text: Bldg:                          | x: N/A | y: 438.052
Text: Michael                        | x: N/A | y: 438.052
Text: Hooker                         | x: N/A | y: 438.052
Text: ReseRaoom:                     | x: N/A | y: 438.052
Text: 0001                           | x: N/A | y: 438.052
Text: Days:                          | x: N/A | y: 438.052
Text: Th                             | x: N/A | y: 438.052
Text: Time:                          | x: N/A | y: 438.052
Text: 11:00                          | x: N/A | y: 438.052
Text: -                              | x: N/A | y: 438.052
Text: 12:25                          | x: N/A | y: 438.052
Text: INST                           | x: N/A | y: 447.552
Text: 100                            | x: N/A | y: 447.552
Text: Instructor:                    | x: N/A | y: 447.552
Text: Boynton,Marcella               | x: N/A | y: 447.552
Text: Bldg:                          | x: N/A | y: 466.552
Text: McGavran-Greenberg             | x: N/A | y: 466.552
Text: R(oom:                         | x: N/A | y: 466.552
Text: 1301                           | x: N/A | y: 466.552
Text: Days:                          | x: N/A | y: 466.552
Text: Tu                             | x: N/A | y: 466.552
Text: Time:                          | x: N/A | y: 466.552
Text: 11:00                          | x: N/A | y: 466.552
Text: -                              | x: N/A | y: 466.552
Text: 13:05                          | x: N/A | y: 466.552
Text: INST                           | x: N/A | y: 476.052
Text: 100                            | x: N/A | y: 476.052
Text: Instructor:                    | x: N/A | y: 476.052
Text: Boynton,Marcella               | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 495.052
Text: Enrl                           | x: N/A | y: 495.052
Text: Cap:40                         | x: N/A | y: 495.052
Text: Class                          | x: N/A | y: 495.052
Text: Enrl                           | x: N/A | y: 495.052
Text: Tot:17                         | x: N/A | y: 495.052
Text: Class                          | x: N/A | y: 495.052
Text: Wait                           | x: N/A | y: 495.052
Text: Cap:999                        | x: N/A | y: 495.052
Text: Class                          | x: N/A | y: 495.052
Text: Wait                           | x: N/A | y: 495.052
Text: Tot:0                          | x: N/A | y: 495.052
Text: Class                          | x: N/A | y: 495.052
Text: Min                            | x: N/A | y: 495.052
Text: Enrl:0                         | x: N/A | y: 495.052
Text: GR1                            | x: N/A | y: 514.052
Text: _____________________________________________________________________________________________________________________________________ | x: N/A | y: 523.552
Text: _______________________        | x: N/A | y: 523.552

--- Page 9 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: ID:                            | x: N/A | y: 29.55200000000002
Text: SR201                          | x: N/A | y: 29.55200000000002
Text: UNC-Chapel                     | x: N/A | y: 27.940000000000055
Text: Hill                           | x: N/A | y: 27.940000000000055
Text: Page                           | x: N/A | y: 29.55200000000002
Text: No.                            | x: N/A | y: 29.55200000000002
Text: 2373                           | x: N/A | y: 29.55200000000002
Text: of                             | x: N/A | y: 29.55200000000002
Text: 2850                           | x: N/A | y: 29.55200000000002
Text: Semester                       | x: N/A | y: 46.940000000000055
Text: Section                        | x: N/A | y: 46.940000000000055
Text: Book                           | x: N/A | y: 46.940000000000055
Text: For                            | x: N/A | y: 46.940000000000055
Text: 2024                           | x: N/A | y: 46.940000000000055
Text: Spring                         | x: N/A | y: 46.940000000000055
Text: Run                            | x: N/A | y: 48.55200000000002
Text: Date:                          | x: N/A | y: 48.55200000000002
Text: 1                              | x: N/A | y: 48.55200000000002
Text: 1/13/2023                      | x: N/A | y: 48.55200000000002
Text: Run                            | x: N/A | y: 58.05200000000002
Text: Time:                          | x: N/A | y: 58.05200000000002
Text: 1                              | x: N/A | y: 58.05200000000002
Text: 2:20:13                        | x: N/A | y: 58.05200000000002
Text: School                         | x: N/A | y: 75.44000000000005
Text: of                             | x: N/A | y: 75.44000000000005
Text: Public                         | x: N/A | y: 75.44000000000005
Text: Health                         | x: N/A | y: 75.44000000000005
Text: -                              | x: N/A | y: 75.44000000000005
Text: Environmental                  | x: N/A | y: 75.44000000000005
Text: Sciences                       | x: N/A | y: 75.44000000000005
Text: and                            | x: N/A | y: 75.44000000000005
Text: Engineering                    | x: N/A | y: 75.44000000000005
Text: -                              | x: N/A | y: 75.44000000000005
Text: Subject:                       | x: N/A | y: 75.44000000000005
Text: ENVIRONMENT                    | x: N/A | y: 75.44000000000005
Text: SCIENCES                       | x: N/A | y: 75.44000000000005
Text: __S_u_b_j_e_c_t____C_a_t_a_l_o_g_ | x: N/A | y: 105.55200000000002
Text: _N_b_r___S_e_c_t_i_o_n___C_l_a_s_s_ | x: N/A | y: 105.55200000000002
Text: _N_b_r____C_o_u_r_s_e_         | x: N/A | y: 105.55200000000002
Text: _T_i_t_l_e___________________C_o_m_p_o_n_e_n_t______________________U_n_i_t_s________T_o_p_i_c_s_________________________________ | x: N/A | y: 105.55200000000002
Text: ENVR                           | x: N/A | y: 115.05200000000002
Text: 135                            | x: N/A | y: 115.05200000000002
Text: 002                            | x: N/A | y: 115.05200000000002
Text: 10655                          | x: N/A | y: 115.05200000000002
Text: ECUIPP                         | x: N/A | y: 115.05200000000002
Text: LAB                            | x: N/A | y: 115.05200000000002
Text: ENVIRON                        | x: N/A | y: 115.05200000000002
Text: RSRCH                          | x: N/A | y: 115.05200000000002
Text: Lecture                        | x: N/A | y: 115.05200000000002
Text: 3                              | x: N/A | y: 115.05200000000002
Text: A                              | x: N/A | y: 115.05200000000002
Text: (In                            | x: N/A | y: 124.55200000000002
Text: Person                         | x: N/A | y: 124.55200000000002
Text: On                             | x: N/A | y: 124.55200000000002
Text: Campus                         | x: N/A | y: 124.55200000000002
Text: Learners)                      | x: N/A | y: 124.55200000000002
Text: Bldg:                          | x: N/A | y: 134.05200000000002
Text: McGavran-Greenberg             | x: N/A | y: 134.05200000000002
Text: R(oom:                         | x: N/A | y: 134.05200000000002
Text: 2308                           | x: N/A | y: 134.05200000000002
Text: Days:                          | x: N/A | y: 134.05200000000002
Text: TuTh                           | x: N/A | y: 134.05200000000002
Text: Time:                          | x: N/A | y: 134.05200000000002
Text: 11:00                          | x: N/A | y: 134.05200000000002
Text: -                              | x: N/A | y: 134.05200000000002
Text: 12:15                          | x: N/A | y: 134.05200000000002
Text: INST                           | x: N/A | y: 143.55200000000002
Text: 100                            | x: N/A | y: 143.55200000000002
Text: Instructor:                    | x: N/A | y: 143.55200000000002
Text: Northcross,Amanda              | x: N/A | y: 143.55200000000002
Text: L.                             | x: N/A | y: 143.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Enrl                           | x: N/A | y: 162.55200000000002
Text: Cap:22                         | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Enrl                           | x: N/A | y: 162.55200000000002
Text: Tot:22                         | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Wait                           | x: N/A | y: 162.55200000000002
Text: Cap:999                        | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Wait                           | x: N/A | y: 162.55200000000002
Text: Tot:1                          | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Min                            | x: N/A | y: 162.55200000000002
Text: Enrl:0                         | x: N/A | y: 162.55200000000002
Text: GR1                            | x: N/A | y: 181.55200000000002
Text: Attributes:                    | x: N/A | y: 191.05200000000002
Text: IDEA                           | x: N/A | y: 191.05200000000002
Text: -                              | x: N/A | y: 191.05200000000002
Text: Empirical                      | x: N/A | y: 191.05200000000002
Text: Investigation                  | x: N/A | y: 191.05200000000002
Text: Lab,                           | x: N/A | y: 191.05200000000002
Text: IDEA                           | x: N/A | y: 191.05200000000002
Text: -                              | x: N/A | y: 191.05200000000002
Text: Natural                        | x: N/A | y: 191.05200000000002
Text: Scientific                     | x: N/A | y: 191.05200000000002
Text: Investigation,                 | x: N/A | y: 191.05200000000002
Text: IDEA                           | x: N/A | y: 191.05200000000002
Text: -                              | x: N/A | y: 191.05200000000002
Text: Quantitative                   | x: N/A | y: 191.05200000000002
Text: Reasoning,                     | x: N/A | y: 191.05200000000002
Text: IDEA                           | x: N/A | y: 191.05200000000002
Text: -                              | x: N/A | y: 191.05200000000002
Text: Research                       | x: N/A | y: 191.05200000000002
Text: and                            | x: N/A | y: 191.05200000000002
Text: Discovery                      | x: N/A | y: 191.05200000000002
Text: ______________________________________________________________________________________________________________________________________________ | x: N/A | y: 200.55200000000002
Text: ______________                 | x: N/A | y: 200.55200000000002
Text: ENVR                           | x: N/A | y: 210.05200000000002
Text: 230                            | x: N/A | y: 210.05200000000002
Text: 001                            | x: N/A | y: 210.05200000000002
Text: 11599                          | x: N/A | y: 210.05200000000002
Text: ENVIRON                        | x: N/A | y: 210.05200000000002
Text: HLTH                           | x: N/A | y: 210.05200000000002
Text: ISSUES                         | x: N/A | y: 210.05200000000002
Text: Lecture                        | x: N/A | y: 210.05200000000002
Text: 3                              | x: N/A | y: 210.05200000000002
Text: A                              | x: N/A | y: 210.05200000000002
Text: (In                            | x: N/A | y: 219.55200000000002
Text: Person                         | x: N/A | y: 219.55200000000002
Text: On                             | x: N/A | y: 219.55200000000002
Text: Campus                         | x: N/A | y: 219.55200000000002
Text: Learners)                      | x: N/A | y: 219.55200000000002
Text: Bldg:                          | x: N/A | y: 229.05200000000002
Text: McGavran-Greenberg             | x: N/A | y: 229.05200000000002
Text: R(oom:                         | x: N/A | y: 229.05200000000002
Text: 2301                           | x: N/A | y: 229.05200000000002
Text: Days:                          | x: N/A | y: 229.05200000000002
Text: TuTh                           | x: N/A | y: 229.05200000000002
Text: Time:                          | x: N/A | y: 229.05200000000002
Text: 14:00                          | x: N/A | y: 229.05200000000002
Text: -                              | x: N/A | y: 229.05200000000002
Text: 15:15                          | x: N/A | y: 229.05200000000002
Text: INST                           | x: N/A | y: 238.55200000000002
Text: 100                            | x: N/A | y: 238.55200000000002
Text: Instructor:                    | x: N/A | y: 238.55200000000002
Text: Northcross,Amanda              | x: N/A | y: 238.55200000000002
Text: L.                             | x: N/A | y: 238.55200000000002
Text: Class                          | x: N/A | y: 257.552
Text: Enrl                           | x: N/A | y: 257.552
Text: Cap:40                         | x: N/A | y: 257.552
Text: Class                          | x: N/A | y: 257.552
Text: Enrl                           | x: N/A | y: 257.552
Text: Tot:35                         | x: N/A | y: 257.552
Text: Class                          | x: N/A | y: 257.552
Text: Wait                           | x: N/A | y: 257.552
Text: Cap:999                        | x: N/A | y: 257.552
Text: Class                          | x: N/A | y: 257.552
Text: Wait                           | x: N/A | y: 257.552
Text: Tot:0                          | x: N/A | y: 257.552
Text: Class                          | x: N/A | y: 257.552
Text: Min                            | x: N/A | y: 257.552
Text: Enrl:0                         | x: N/A | y: 257.552
Text: GR1                            | x: N/A | y: 276.552
Text: Reserve                        | x: N/A | y: 286.052
Text: Capacity:                      | x: N/A | y: 286.052
Text: 15-NOV-2022                    | x: N/A | y: 286.052
Text: Undergraduate                  | x: N/A | y: 286.052
Text: ENVR                           | x: N/A | y: 286.052
Text: Majors                         | x: N/A | y: 286.052
Text: Reserve                        | x: N/A | y: 286.052
Text: Enrl                           | x: N/A | y: 286.052
Text: Cap:                           | x: N/A | y: 286.052
Text: 40                             | x: N/A | y: 286.052
Text: Reserve                        | x: N/A | y: 286.052
Text: Enrl                           | x: N/A | y: 286.052
Text: Tot:                           | x: N/A | y: 286.052
Text: 35                             | x: N/A | y: 286.052
Text: ______________________________________________________________________________________________________________________________ | x: N/A | y: 295.552
Text: ______________________________ | x: N/A | y: 295.552
Text: ENVR                           | x: N/A | y: 305.052
Text: 240                            | x: N/A | y: 305.052
Text: 001                            | x: N/A | y: 305.052
Text: 8995                           | x: N/A | y: 305.052
Text: UGRD                           | x: N/A | y: 305.052
Text: RESEARCH                       | x: N/A | y: 305.052
Text: PRGM                           | x: N/A | y: 305.052
Text: TRAINING                       | x: N/A | y: 305.052
Text: Lecture                        | x: N/A | y: 305.052
Text: 1                              | x: N/A | y: 305.052
Text: A                              | x: N/A | y: 305.052
Text: (In                            | x: N/A | y: 314.552
Text: Person                         | x: N/A | y: 314.552
Text: On                             | x: N/A | y: 314.552
Text: Campus                         | x: N/A | y: 314.552
Text: Learners)                      | x: N/A | y: 314.552
Text: Bldg:                          | x: N/A | y: 324.052
Text: McGavran-Greenberg             | x: N/A | y: 324.052
Text: R(oom:                         | x: N/A | y: 324.052
Text: 2304                           | x: N/A | y: 324.052
Text: Days:                          | x: N/A | y: 324.052
Text: TuTh                           | x: N/A | y: 324.052
Text: Time:                          | x: N/A | y: 324.052
Text: 11:00                          | x: N/A | y: 324.052
Text: -                              | x: N/A | y: 324.052
Text: 12:15                          | x: N/A | y: 324.052
Text: INST                           | x: N/A | y: 333.552
Text: 100                            | x: N/A | y: 333.552
Text: Instructor:                    | x: N/A | y: 333.552
Text: FRY,REBECCA                    | x: N/A | y: 333.552
Text: C                              | x: N/A | y: 333.552
Text: Class                          | x: N/A | y: 352.552
Text: Enrl                           | x: N/A | y: 352.552
Text: Cap:25                         | x: N/A | y: 352.552
Text: Class                          | x: N/A | y: 352.552
Text: Enrl                           | x: N/A | y: 352.552
Text: Tot:4                          | x: N/A | y: 352.552
Text: Class                          | x: N/A | y: 352.552
Text: Wait                           | x: N/A | y: 352.552
Text: Cap:999                        | x: N/A | y: 352.552
Text: Class                          | x: N/A | y: 352.552
Text: Wait                           | x: N/A | y: 352.552
Text: Tot:0                          | x: N/A | y: 352.552
Text: Class                          | x: N/A | y: 352.552
Text: Min                            | x: N/A | y: 352.552
Text: Enrl:0                         | x: N/A | y: 352.552
Text: GR1                            | x: N/A | y: 371.552
Text: _____________________________________________________________________________________________________________________________________ | x: N/A | y: 381.052
Text: _______________________        | x: N/A | y: 381.052
Text: ENVR                           | x: N/A | y: 390.552
Text: 275                            | x: N/A | y: 390.552
Text: 001                            | x: N/A | y: 390.552
Text: 8866                           | x: N/A | y: 390.552
Text: GLBL                           | x: N/A | y: 390.552
Text: CLIMATE                        | x: N/A | y: 390.552
Text: CHANGE                         | x: N/A | y: 390.552
Text: INTERDISC                      | x: N/A | y: 390.552
Text: Lecture                        | x: N/A | y: 390.552
Text: 1                              | x: N/A | y: 390.552
Text: A                              | x: N/A | y: 390.552
Text: (In                            | x: N/A | y: 400.052
Text: Person                         | x: N/A | y: 400.052
Text: On                             | x: N/A | y: 400.052
Text: Campus                         | x: N/A | y: 400.052
Text: Learners)                      | x: N/A | y: 400.052
Text: Bldg:                          | x: N/A | y: 409.552
Text: Michael                        | x: N/A | y: 409.552
Text: Hooker                         | x: N/A | y: 409.552
Text: ReseRaoom:                     | x: N/A | y: 409.552
Text: 0001                           | x: N/A | y: 409.552
Text: Days:                          | x: N/A | y: 409.552
Text: Tu                             | x: N/A | y: 409.552
Text: Time:                          | x: N/A | y: 409.552
Text: 15:30                          | x: N/A | y: 409.552
Text: -                              | x: N/A | y: 409.552
Text: 16:45                          | x: N/A | y: 409.552
Text: INST                           | x: N/A | y: 419.052
Text: 100                            | x: N/A | y: 419.052
Text: Instructor:                    | x: N/A | y: 419.052
Text: WEST,JAMES                     | x: N/A | y: 419.052
Text: JASON                          | x: N/A | y: 419.052
Text: Class                          | x: N/A | y: 438.052
Text: Enrl                           | x: N/A | y: 438.052
Text: Cap:60                         | x: N/A | y: 438.052
Text: Class                          | x: N/A | y: 438.052
Text: Enrl                           | x: N/A | y: 438.052
Text: Tot:21                         | x: N/A | y: 438.052
Text: Class                          | x: N/A | y: 438.052
Text: Wait                           | x: N/A | y: 438.052
Text: Cap:999                        | x: N/A | y: 438.052
Text: Class                          | x: N/A | y: 438.052
Text: Wait                           | x: N/A | y: 438.052
Text: Tot:0                          | x: N/A | y: 438.052
Text: Class                          | x: N/A | y: 438.052
Text: Min                            | x: N/A | y: 438.052
Text: Enrl:0                         | x: N/A | y: 438.052
Text: CPF                            | x: N/A | y: 457.052
Text: Open                           | x: N/A | y: 476.052
Text: to                             | x: N/A | y: 476.052
Text: all                            | x: N/A | y: 476.052
Text: undergraduate,                 | x: N/A | y: 476.052
Text: graduate,                      | x: N/A | y: 476.052
Text: and                            | x: N/A | y: 476.052
Text: professional                   | x: N/A | y: 476.052
Text: students.                      | x: N/A | y: 476.052
Text: 1                              | x: N/A | y: 476.052
Text: Credit                         | x: N/A | y: 476.052
Text: hour.Undergraduates            | x: N/A | y: 476.052
Text: register                       | x: N/A | y: 476.052
Text: for                            | x: N/A | y: 476.052
Text: ENVR                           | x: N/A | y: 476.052
Text: 475                            | x: N/A | y: 476.052
Text: and                            | x: N/A | y: 476.052
Text: take                           | x: N/A | y: 476.052
Text: the                            | x: N/A | y: 476.052
Text: class                          | x: N/A | y: 476.052
Text: Pass/Fail.                     | x: N/A | y: 476.052
Text: Meets                          | x: N/A | y: 495.052
Text: concurrently                   | x: N/A | y: 495.052
Text: with                           | x: N/A | y: 495.052
Text: ENVR                           | x: N/A | y: 495.052
Text: 775                            | x: N/A | y: 495.052
Text: Graduate                       | x: N/A | y: 504.552
Text: &                              | x: N/A | y: 504.552
Text: Professional                   | x: N/A | y: 504.552
Text: students                       | x: N/A | y: 504.552
Text: register                       | x: N/A | y: 504.552
Text: for                            | x: N/A | y: 504.552
Text: ENVR                           | x: N/A | y: 504.552
Text: 775                            | x: N/A | y: 504.552
Text: and                            | x: N/A | y: 504.552
Text: take                           | x: N/A | y: 504.552
Text: the                            | x: N/A | y: 504.552
Text: class                          | x: N/A | y: 504.552
Text: for                            | x: N/A | y: 504.552
Text: a                              | x: N/A | y: 504.552
Text: grade.                         | x: N/A | y: 504.552
Text: _________________________________________________________________________________ | x: N/A | y: 514.052
Text: ___________________________________________________________________________ | x: N/A | y: 514.052

--- Page 10 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: ID:                            | x: N/A | y: 29.55200000000002
Text: SR201                          | x: N/A | y: 29.55200000000002
Text: UNC-Chapel                     | x: N/A | y: 27.940000000000055
Text: Hill                           | x: N/A | y: 27.940000000000055
Text: Page                           | x: N/A | y: 29.55200000000002
Text: No.                            | x: N/A | y: 29.55200000000002
Text: 2633                           | x: N/A | y: 29.55200000000002
Text: of                             | x: N/A | y: 29.55200000000002
Text: 2850                           | x: N/A | y: 29.55200000000002
Text: Semester                       | x: N/A | y: 46.940000000000055
Text: Section                        | x: N/A | y: 46.940000000000055
Text: Book                           | x: N/A | y: 46.940000000000055
Text: For                            | x: N/A | y: 46.940000000000055
Text: 2024                           | x: N/A | y: 46.940000000000055
Text: Spring                         | x: N/A | y: 46.940000000000055
Text: Run                            | x: N/A | y: 48.55200000000002
Text: Date:                          | x: N/A | y: 48.55200000000002
Text: 1                              | x: N/A | y: 48.55200000000002
Text: 1/13/2023                      | x: N/A | y: 48.55200000000002
Text: Run                            | x: N/A | y: 58.05200000000002
Text: Time:                          | x: N/A | y: 58.05200000000002
Text: 1                              | x: N/A | y: 58.05200000000002
Text: 2:20:13                        | x: N/A | y: 58.05200000000002
Text: School                         | x: N/A | y: 75.44000000000005
Text: of                             | x: N/A | y: 75.44000000000005
Text: Public                         | x: N/A | y: 75.44000000000005
Text: Health                         | x: N/A | y: 75.44000000000005
Text: -                              | x: N/A | y: 75.44000000000005
Text: School                         | x: N/A | y: 75.44000000000005
Text: of                             | x: N/A | y: 75.44000000000005
Text: Public                         | x: N/A | y: 75.44000000000005
Text: Health                         | x: N/A | y: 75.44000000000005
Text: General                        | x: N/A | y: 75.44000000000005
Text: -                              | x: N/A | y: 75.44000000000005
Text: Subject:                       | x: N/A | y: 75.44000000000005
Text: SCH                            | x: N/A | y: 75.44000000000005
Text: OF                             | x: N/A | y: 75.44000000000005
Text: PUBLIC                         | x: N/A | y: 75.44000000000005
Text: HEALTH                         | x: N/A | y: 75.44000000000005
Text: GENERAL                        | x: N/A | y: 75.44000000000005
Text: __S_u_b_j_e_c_t____C_a_t_a_l_o_g_ | x: N/A | y: 105.55200000000002
Text: _N_b_r___S_e_c_t_i_o_n___C_l_a_s_s_ | x: N/A | y: 105.55200000000002
Text: _N_b_r____C_o_u_r_s_e_         | x: N/A | y: 105.55200000000002
Text: _T_i_t_l_e___________________C_o_m_p_o_n_e_n_t______________________U_n_i_t_s________T_o_p_i_c_s_________________________________ | x: N/A | y: 105.55200000000002
Text: SPHG                           | x: N/A | y: 115.05200000000002
Text: 428                            | x: N/A | y: 115.05200000000002
Text: 001                            | x: N/A | y: 115.05200000000002
Text: 13815                          | x: N/A | y: 115.05200000000002
Text: PUBLIC                         | x: N/A | y: 115.05200000000002
Text: HEALTH                         | x: N/A | y: 115.05200000000002
Text: ENTREPRENEURSHIPLecture        | x: N/A | y: 115.05200000000002
Text: 3                              | x: N/A | y: 115.05200000000002
Text: A                              | x: N/A | y: 115.05200000000002
Text: (In                            | x: N/A | y: 124.55200000000002
Text: Person                         | x: N/A | y: 124.55200000000002
Text: On                             | x: N/A | y: 124.55200000000002
Text: Campus                         | x: N/A | y: 124.55200000000002
Text: Learners)                      | x: N/A | y: 124.55200000000002
Text: Bldg:                          | x: N/A | y: 134.05200000000002
Text: Peabody                        | x: N/A | y: 134.05200000000002
Text: Room:                          | x: N/A | y: 134.05200000000002
Text: G050                           | x: N/A | y: 134.05200000000002
Text: Days:                          | x: N/A | y: 134.05200000000002
Text: M                              | x: N/A | y: 134.05200000000002
Text: Time:                          | x: N/A | y: 134.05200000000002
Text: 16:40                          | x: N/A | y: 134.05200000000002
Text: -                              | x: N/A | y: 134.05200000000002
Text: 19:40                          | x: N/A | y: 134.05200000000002
Text: INST                           | x: N/A | y: 143.55200000000002
Text: 100                            | x: N/A | y: 143.55200000000002
Text: Instructor:                    | x: N/A | y: 143.55200000000002
Text: Ammerman,Alice                 | x: N/A | y: 143.55200000000002
Text: Sue                            | x: N/A | y: 143.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Enrl                           | x: N/A | y: 162.55200000000002
Text: Cap:15                         | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Enrl                           | x: N/A | y: 162.55200000000002
Text: Tot:9                          | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Wait                           | x: N/A | y: 162.55200000000002
Text: Cap:999                        | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Wait                           | x: N/A | y: 162.55200000000002
Text: Tot:0                          | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Min                            | x: N/A | y: 162.55200000000002
Text: Enrl:0                         | x: N/A | y: 162.55200000000002
Text: GR1                            | x: N/A | y: 181.55200000000002
Text: Attributes:                    | x: N/A | y: 191.05200000000002
Text: IDEA                           | x: N/A | y: 191.05200000000002
Text: -                              | x: N/A | y: 191.05200000000002
Text: Global                         | x: N/A | y: 191.05200000000002
Text: Understanding                  | x: N/A | y: 191.05200000000002
Text: and                            | x: N/A | y: 191.05200000000002
Text: Engagement,                    | x: N/A | y: 191.05200000000002
Text: IDEA                           | x: N/A | y: 191.05200000000002
Text: -                              | x: N/A | y: 191.05200000000002
Text: High-Impact:                   | x: N/A | y: 191.05200000000002
Text: Study                          | x: N/A | y: 191.05200000000002
Text: Abroad                         | x: N/A | y: 191.05200000000002
Text: Class                          | x: N/A | y: 200.55200000000002
Text: Equivalents:                   | x: N/A | y: 200.55200000000002
Text: SPHG                           | x: N/A | y: 200.55200000000002
Text: 428/428H                       | x: N/A | y: 200.55200000000002
Text: ____________________________________ | x: N/A | y: 210.05200000000002
Text: ________________________________________________________________________________________________________________________ | x: N/A | y: 210.05200000000002
Text: SPHG                           | x: N/A | y: 219.55200000000002
Text: 428H                           | x: N/A | y: 219.55200000000002
Text: 001                            | x: N/A | y: 219.55200000000002
Text: 8648                           | x: N/A | y: 219.55200000000002
Text: PUBLIC                         | x: N/A | y: 219.55200000000002
Text: HEALTH                         | x: N/A | y: 219.55200000000002
Text: ENTREPRENEURSHIPLecture        | x: N/A | y: 219.55200000000002
Text: 3                              | x: N/A | y: 219.55200000000002
Text: A                              | x: N/A | y: 219.55200000000002
Text: (In                            | x: N/A | y: 229.05200000000002
Text: Person                         | x: N/A | y: 229.05200000000002
Text: On                             | x: N/A | y: 229.05200000000002
Text: Campus                         | x: N/A | y: 229.05200000000002
Text: Learners)                      | x: N/A | y: 229.05200000000002
Text: Bldg:                          | x: N/A | y: 238.55200000000002
Text: Peabody                        | x: N/A | y: 238.55200000000002
